Q33,Q1,Q2,Q4,Q4_6_TEXT,,Q5,Q6,Q8,Q9,Q10,Q11,Q11_6_TEXT,Q12,Q14,Q13,Q13_6_TEXT,Q35,Q32,Q15,Q33,Q34,Q16,Q17,Q18,Q19,Q20,Q30,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29
I agree,18-24,Female,Master’s degree,,less than 20k,2-3 times a week,Moderately familiar,Somewhat agree,About half the time,Neither clear nor unclear,"Eco-friendly,Organic,Recyclable packaging",,Not sure,Moderately confident,"Vague or non-specific terms (e.g., “natural”),Lack of certifications or third-party verification,Overuse of nature-related imagery (e.g., trees, animals),Lack of detailed information about sustainability",,A moderate amount,Extremely unlikely,Completely lose trust,Some responsibility,Somewhat agree,Rarely happens,Sometimes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Sometimes,Somewhat agree,Yes,Yes,Neither likely nor unlikely,"Price is somewhat important, but I prefer eco-friendly products",Choose depending on the situation,Somewhat agree,Neither agree nor disagree
I agree,35-44,Male,Diploma/Associate degree,,less than 20k,Once a week,Very familiar,Neither agree nor disagree,Sometimes,Somewhat clear,Eco-friendly,,Not sure,Moderately confident,"Vague or non-specific terms (e.g., “natural”),Discrepancy between label information and product performance",,A little,Extremely likely,Completely lose trust,A great deal of responsibility,Somewhat agree,Often happens,Sometimes,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Sometimes,Strongly disagree,Yes,No,Somewhat unlikely,"Price is somewhat important, but I prefer eco-friendly products",Choose depending on the situation,Strongly agree,Somewhat agree
I agree,18-24,Female,Bachelor’s degree,,less than 20k,Once a week,Not familiar at all,Neither agree nor disagree,Most of the time,Neither clear nor unclear,Organic,,Not sure,Not at all confident,"Discrepancy between label information and product performance,Lack of detailed information about sustainability",,None at all,Somewhat unlikely,Slightly reduces trust,A great deal of responsibility,Somewhat disagree,Sometimes happens,Rarely,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Sometimes,Somewhat disagree,Yes,No,Somewhat unlikely,Price is the most important factor,Choose depending on the situation,Somewhat agree,Somewhat disagree
I agree,18-24,Male,Bachelor’s degree,,less than 20k,Monthly,Slightly familiar,Somewhat agree,Most of the time,Somewhat clear,Organic,,Yes,Moderately confident,"Vague or non-specific terms (e.g., “natural”)",,A lot,Extremely likely,Significantly reduces trust,A great deal of responsibility,Strongly agree,Always happens,Always,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Sometimes,Strongly disagree,Yes,Yes,Somewhat likely,"Price is somewhat important, but I prefer eco-friendly products",Choose depending on the situation,Strongly agree,Strongly disagree
I agree,25-34,Female,Master’s degree,,40-50k,Daily,Extremely familiar,Neither agree nor disagree,Most of the time,Somewhat unclear,"Eco-friendly,Organic,Recyclable packaging,Sustainably sourced",,Not sure,Not at all confident,"Vague or non-specific terms (e.g., “natural”),Overuse of nature-related imagery (e.g., trees, animals),Discrepancy between label information and product performance,Lack of detailed information about sustainability",,A moderate amount,Somewhat likely,Significantly reduces trust,Some responsibility,Strongly agree,Often happens,Rarely,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Never,Strongly disagree,Yes,No,Extremely unlikely,"Price is somewhat important, but I prefer eco-friendly products",Choose depending on the situation,Strongly agree,Somewhat agree
I agree,35-44,Male,Doctorate,,less than 20k,4-6 times a week,Extremely familiar,Neither agree nor disagree,Sometimes,Somewhat unclear,Organic,,Not sure,Moderately confident,Discrepancy between label information and product performance,,A moderate amount,Somewhat likely,Completely lose trust,A great deal of responsibility,Somewhat agree,Sometimes happens,Sometimes,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,About half the time,Somewhat disagree,Yes,Yes,Neither likely nor unlikely,"Price is somewhat important, but I prefer eco-friendly products",Choose depending on the situation,Strongly agree,Strongly agree
I agree,55 and above,Male,Doctorate,,less than 20k,Once a week,Slightly familiar,Somewhat disagree,Always,Somewhat unclear,"Eco-friendly,Organic,Recyclable packaging,Sustainably sourced",,Yes,Extremely confident,"Vague or non-specific terms (e.g., “natural”),Lack of certifications or third-party verification,Discrepancy between label information and product performance,Lack of detailed information about sustainability",,A great deal,Somewhat likely,Significantly reduces trust,Some responsibility,Strongly agree,Often happens,Most of the time,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Sometimes,Somewhat agree,Yes,Yes,Somewhat likely,"Price is somewhat important, but I prefer eco-friendly products",Rarely choose the cheaper product,Strongly agree,Strongly agree
I agree,25-34,Male,Other (Please specify): _,Llb,less than 20k,Daily,Extremely familiar,Somewhat disagree,Sometimes,Somewhat unclear,"Eco-friendly,Organic,Recyclable packaging",,Yes,Moderately confident,"Vague or non-specific terms (e.g., “natural”),Lack of certifications or third-party verification,Overuse of nature-related imagery (e.g., trees, animals),Discrepancy between label information and product performance",,A moderate amount,Somewhat likely,Slightly reduces trust,A little responsibility,Somewhat agree,Often happens,Rarely,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,About half the time,Somewhat disagree,Yes,No,Somewhat unlikely,Price is the most important factor,Choose depending on the situation,Strongly agree,Strongly agree
I agree,25-34,Female,Doctorate,,less than 20k,Daily,Moderately familiar,Somewhat agree,Never,Neither clear nor unclear,Organic,,Not sure,Not at all confident,"Vague or non-specific terms (e.g., “natural”),Lack of certifications or third-party verification,Lack of detailed information about sustainability",,A little,Neither likely nor unlikely,Slightly reduces trust,Some responsibility,Strongly agree,Often happens,Sometimes,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Sometimes,Somewhat disagree,No,Yes,Somewhat likely,Price is the most important factor,Choose depending on the situation,Neither agree nor disagree,Neither agree nor disagree
I agree,25-34,Female,Master’s degree,,40-50k,Daily,Very familiar,Neither agree nor disagree,Most of the time,Somewhat unclear,"Organic,Recyclable packaging",,Not sure,Slightly confident,"Vague or non-specific terms (e.g., “natural”),Discrepancy between label information and product performance,Lack of detailed information about sustainability",,A moderate amount,Somewhat unlikely,Slightly reduces trust,Some responsibility,Somewhat agree,Rarely happens,Sometimes,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Sometimes,Somewhat disagree,Yes,Yes,Neither likely nor unlikely,"Price is somewhat important, but I prefer eco-friendly products",Choose depending on the situation,Strongly agree,Strongly agree
I agree,18-24,Male,Master’s degree,,40-50k,Monthly,Not familiar at all,Neither agree nor disagree,Never,Somewhat unclear,"Eco-friendly,Organic,Other (Please specify):",Mainly should use that kind of plastic which can be easily degrad in nature,No,Moderately confident,"Discrepancy between label information and product performance,Lack of detailed information about sustainability",,A moderate amount,Extremely unlikely,Significantly reduces trust,Some responsibility,Somewhat agree,Often happens,Sometimes,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Sometimes,Neither agree nor disagree,Yes,Yes,Somewhat likely,"Price is somewhat important, but I prefer eco-friendly products",Sometimes choose the cheaper product,Strongly agree,Somewhat disagree
I agree,25-34,Female,Master’s degree,,40-50k,2-3 times a week,Slightly familiar,Neither agree nor disagree,Sometimes,Somewhat clear,"Organic,Sustainably sourced",,Yes,Slightly confident,"Vague or non-specific terms (e.g., “natural”),Discrepancy between label information and product performance,Lack of detailed information about sustainability",,A little,Extremely likely,Significantly reduces trust,A great deal of responsibility,Neither agree nor disagree,Sometimes happens,Sometimes,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Sometimes,Somewhat disagree,Yes,Yes,Neither likely nor unlikely,Price is the most important factor,Choose depending on the situation,Strongly agree,Neither agree nor disagree
I agree,25-34,Male,Doctorate,,20-30k,Monthly,Extremely familiar,Somewhat agree,Sometimes,Neither clear nor unclear,"Eco-friendly,Recyclable packaging",,No,Slightly confident,"Overuse of nature-related imagery (e.g., trees, animals),Discrepancy between label information and product performance",,A moderate amount,Somewhat likely,Significantly reduces trust,A little responsibility,Strongly agree,Sometimes happens,Sometimes,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Sometimes,Neither agree nor disagree,Yes,No,Neither likely nor unlikely,"Price is somewhat important, but I prefer eco-friendly products",Choose depending on the situation,Neither agree nor disagree,Neither agree nor disagree
I agree,25-34,Male,Other (Please specify): _,Chartered Accountant ,20-30k,4-6 times a week,Extremely familiar,Somewhat disagree,Sometimes,Extremely unclear,"Organic,Recyclable packaging,Sustainably sourced",,Yes,Not at all confident,"Vague or non-specific terms (e.g., “natural”),Lack of certifications or third-party verification,Overuse of nature-related imagery (e.g., trees, animals),Discrepancy between label information and product performance,Lack of detailed information about sustainability",,A moderate amount,Somewhat likely,Significantly reduces trust,Some responsibility,Strongly agree,Often happens,Most of the time,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,About half the time,Somewhat agree,Yes,No,Somewhat unlikely,"Price is somewhat important, but I prefer eco-friendly products",Rarely choose the cheaper product,Strongly agree,Somewhat agree
I agree,25-34,Male,Master’s degree,,40-50k,4-6 times a week,Slightly familiar,Somewhat agree,About half the time,Extremely clear,Recyclable packaging,,No,Moderately confident,"Vague or non-specific terms (e.g., “natural”),Lack of detailed information about sustainability",,A lot,Somewhat unlikely,Significantly reduces trust,A little responsibility,Neither agree nor disagree,Rarely happens,Most of the time,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Most of the time,Neither agree nor disagree,Yes,Yes,Somewhat likely,"Price is somewhat important, but I prefer eco-friendly products",Choose depending on the situation,Neither agree nor disagree,Somewhat agree
I agree,25-34,Female,Master’s degree,,40-50k,2-3 times a week,Extremely familiar,Somewhat agree,Never,Neither clear nor unclear,"Eco-friendly,Recyclable packaging",,Yes,Slightly confident,"Vague or non-specific terms (e.g., “natural”),Lack of certifications or third-party verification,Discrepancy between label information and product performance",,A moderate amount,Somewhat unlikely,Slightly reduces trust,A great deal of responsibility,Somewhat disagree,Sometimes happens,Rarely,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Most of the time,Strongly agree,Yes,Yes,Somewhat unlikely,"Price is somewhat important, but I prefer eco-friendly products",Choose depending on the situation,Somewhat agree,Somewhat disagree
I agree,25-34,Male,Bachelor’s degree,,40-50k,Once a week,Moderately familiar,Somewhat agree,About half the time,Somewhat clear,"Organic,Recyclable packaging,Sustainably sourced",,Yes,Moderately confident,"Lack of certifications or third-party verification,Discrepancy between label information and product performance",,A moderate amount,Extremely likely,Significantly reduces trust,A great deal of responsibility,Strongly agree,Always happens,Always,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Most of the time,Somewhat agree,Yes,Yes,Neither likely nor unlikely,Price does not matter if the product is truly eco-friendly,Always choose the eco-friendly product,Strongly agree,Somewhat agree
I agree,18-24,Female,Bachelor’s degree,,40-50k,Monthly,Very familiar,Neither agree nor disagree,About half the time,Neither clear nor unclear,Organic,,Not sure,Moderately confident,"Overuse of nature-related imagery (e.g., trees, animals)",,A moderate amount,Somewhat likely,Significantly reduces trust,Some responsibility,Strongly agree,Often happens,Rarely,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Most of the time,Neither agree nor disagree,Yes,Yes,Neither likely nor unlikely,Price does not matter if the product is truly eco-friendly,Sometimes choose the cheaper product,Strongly agree,Somewhat disagree
